Y_LAT,X_LONGT,River,CUName,CUNameSPP,CUIndex,Outlook,SMU,,,,,
50.58478222,-127.7011694,,,,,,,,,,,
53.33858063,-130.1162116,,,,,,,,,,,
53.33858063,-130.1162116,,,,,,,,,,,
62.61684691,-131.0808568,,,,,,,,,,,
53.01676744,-122.1120626,Lightning Creek,MIDDLE FRASER RIVER_SP_1.3,CN,CK-10,Fraser River Spring Run 52,FRASER SPRING RUN 52 CHINOOK SALMON,,,,,
53.96997333,-132.5994863,Lignite Creek,HG-GRAHAM ISLAND LOWLANDS,CO,CO-25,,,,,,,
53.96997333,-132.5994863,Lignite Creek,NORTH HAIDA GWAII,CM,CM-24,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
53.96997333,-132.5994863,Lignite Creek,NORTH HAIDA GWAII,PI,PKO-10,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
53.96997333,-132.5994863,,,,,,,,,,,
52.21066103,-128.0727134,Lilian Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.21066103,-128.0727134,Lilian Creek,SPILLER-FITZ HUGH-BURKE,CM,CM-15,Areas 7 to 10,CENTRAL COAST CHUM SALMON,,,,,
52.21066103,-128.0727134,,,,,,,,,,,
49.7483959,-122.1526912,Lillooet River,LOWER FRASER RIVER_SU_1.3,CN,CK-6,Fraser River Summer Run 52,FRASER SUMMER RUN 52 CHINOOK SALMON,,,,,
49.74741205,-122.1500543,Lillooet River (Lower),FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
49.74741205,-122.1500543,Lillooet River (Lower),LILLOOET,CO,CO-4,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
49.74741205,-122.1500543,Lillooet River (Lower),LOWER FRASER,CM,CM-2,Fraser River,FRASER CHUM SALMON,,,,,
49.74741205,-122.1500543,Lillooet River (Lower),LOWER FRASER RIVER_SU_1.3,CN,CK-6,Fraser River Summer Run 52,FRASER SUMMER RUN 52 CHINOOK SALMON,,,,,
50.30287519,-122.6340291,Lillooet River (Upper),LILLOOET,CO,CO-4,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
50.30287519,-122.6340291,Lillooet River (Upper),LOWER FRASER RIVER_SU_1.3,CN,CK-6,Fraser River Summer Run 52,FRASER SUMMER RUN 52 CHINOOK SALMON,,,,,
50.30287519,-122.6340291,Lillooet River (Upper),LILLOOET/HARRISON-LATE TIMING,SO,SEL-04-01,,,,,,,
54.30082393,-129.9962285,,,,,,,,,,,
52.69264265,-129.0611326,Limestone Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
52.69264265,-129.0611326,Limestone Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.69264265,-129.0611326,Limestone Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
52.69264265,-129.0611326,Limestone Creek,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
52.69264265,-129.0611326,Limestone Creek,LIMESTONE CREEK,SO,SEL-19-38,,,,,,,
52.73458526,-120.8826813,,,,,,,,,,,
52.69264265,-129.0611326,,,,,,,,,,,
52.7324156,-120.8867909,Limestone Point,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
52.73801707,-120.8638702,Limestone Pt. - Lake Shore .5Km S,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
54.50089963,-127.9431322,Limonite Creek,LOWER SKEENA,CO,CO-32,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
54.50089963,-127.9431322,,,,,,,,,,,
51.3196589,-120.172913,Lindquist Creek,NORTH THOMPSON,CO,CO-9,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
50.43438308,-127.3895742,Link River,NAHWITTI LOWLAND,CO,CO-15,Area 12,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,,,,,
52.49884295,-128.9978004,Linnea Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
52.49884295,-128.9978004,Linnea Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.49884295,-128.9978004,Linnea Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
52.49884295,-128.9978004,,,,,,,,,,,
51.88032075,-119.3097596,Lion Creek,NORTH THOMPSON,CO,CO-9,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
51.88032075,-119.3097596,Lion Creek,NORTH THOMPSON_SP_1.3,CN,CK-18,Fraser River Spring Run 52,FRASER SPRING RUN 52 CHINOOK SALMON,,,,,
55.76864022,-126.354046,Lion Creek,TAKLA/TREMBLEUR-EARLY STUART TIMING,SO,SEL-06-14,,,,,,,
51.88032075,-119.3097596,Lion Creek,KAMLOOPS-EARLY SUMMER TIMING,SO,SEL-10-01,,,,,,,
52.68856549,-128.5818893,Little Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
52.68856549,-128.5818893,Little Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.68856549,-128.5818893,Little Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
52.68856549,-128.5818893,Little Creek,NORTHERN COASTAL STREAMS,SO,SER-17,,,,,,,
52.68856549,-128.5818893,,,,,,,,,,,
52.68856549,-128.5818893,,,,,,,,,,,
55.62794723,-128.1845685,Little Fish Creek,MIDDLE SKEENA,CO,CO-33,Skeena,SKEENA COHO SALMON,,,,,
52.88215443,-131.8902794,Little Goose Creek,EAST HAIDA GWAII,PI,PKO-9,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
52.88215443,-131.8902794,Little Goose Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.88215443,-131.8902794,Little Goose Creek,HG-EAST,CO,CO-23,,,,,,,
52.88215443,-131.8902794,,,,,,,,,,,
52.36180586,-121.3968828,Little Horsefly River,INTERIOR FRASER,CO,CO-48,,,,,,,
52.36180586,-121.3968828,Little Horsefly River,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
62.89013311,-135.4686254,,,,,,,,,,,
52.66732233,-129.2022559,Little Kettle Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
52.66732233,-129.2022559,Little Kettle Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.66732233,-129.2022559,Little Kettle Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
52.66732233,-129.2022559,,,,,,,,,,,
48.97870838,-125.3946164,Little Maggie River,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
48.97870838,-125.3946164,Little Maggie River,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
54.80183098,-128.2823974,Little Oliver Creek,LOWER SKEENA,CO,CO-32,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
49.88355815,-125.1872691,Little Oyster River,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
49.36571315,-124.4997569,Little Qualicum River,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SO,SER-08,,,,,,,
49.36571315,-124.4997569,Little Qualicum River,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
49.36571315,-124.4997569,Little Qualicum River,EAST VANCOUVER ISLAND-QUALICUM AND PUNTLEDGE_FA_0.x,CN,CK-27,Georgia Strait Fall (large hatchery operations),GEORGIA STRAIT CHINOOK SALMON,,,,,
49.36571315,-124.4997569,Little Qualicum River,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.36571315,-124.4997569,Little Qualicum River,GEORGIA STRAIT,PI,PKO-3,Georgia Strait – East – Odd & Even,ECVI/MAINLAND PINK SALMON ,,,,,
49.36571315,-124.4997569,,,,,,,,,,,
50.86549159,-119.6048588,Little River,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
50.86549159,-119.6048588,Little River,FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
49.73811433,-124.9232866,Little River,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.73811433,-124.9232866,Little River,SOUTH THOMPSON_SU_0.3,CN,CK-13,Fraser River Summer Run 41,FRASER SUMMER RUN 41 CHINOOK SALMON,,,,,
50.86549159,-119.6048588,Little River,SHUSWAP COMPLEX-LATE TIMING,SO,SEL-09-03,,,,,,,
62.05526441,-135.6673043,Little Shuswap Lake,FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
50.82766473,-119.6997645,,,,,,,,,,,
49.70581277,-123.1100505,Little Stawamus Creek,HOWE SOUND-BURRARD INLET,CO,CO-10,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
58.12152285,-131.321171,,,,,,,,,,,
49.07359128,-121.848367,Little Tamihi Creek,LOWER FRASER,CO,CO-47,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
53.5517628,-129.1674307,Little Tillhorn Creek,DOUGLAS-GARDNER,CM,CM-20,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.5517628,-129.1674307,Little Tillhorn Creek,HECATE STRAIT-FJORDS,PI,PKO-13,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
53.5517628,-129.1674307,,,,,,,,,,,
50.51013831,-124.2062453,Little Toba River,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
50.51013831,-124.2062453,Little Toba River,GEORGIA STRAIT,PI,PKO-3,Georgia Strait – East – Odd & Even,ECVI/MAINLAND PINK SALMON ,,,,,
50.51013831,-124.2062453,Little Toba River,GEORGIA STRAIT MAINLAND,CO,CO-11,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
50.51013831,-124.2062453,Little Toba River,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,CN,CK-20,,,,,,,
49.04114114,-125.3613944,Little Toquart Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.04114114,-125.3613944,Little Toquart Creek,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.04114114,-125.3613944,Little Toquart Creek,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.04114114,-125.3613944,Little Toquart Creek,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CN,CK-31,,,,,,,
58.49610145,-132.6049502,Little Trapper Lake,TAKU-LATE TIMING,CO,CO-41,Taku,TAKU COHO SALMON,,,,,
58.49610145,-132.6049502,Little Trapper Lake,LITTLE TRAPPER,SO,SEL-28-02,,,,,,,
54.02810196,-130.5754206,Little Useless Creek,NASS-SKEENA ESTUARY,PI,PKO-14,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
54.02810196,-130.5754206,Little Useless Creek,SKEENA ESTUARY,CM,CM-26,,,,,,,
54.02810196,-130.5754206,Little Useless Creek,SKEENA ESTUARY,CO,CO-31,Area 5,NASS COHO SALMON,,,,,
54.02810196,-130.5754206,,,,,,,,,,,
54.11754058,-128.621489,Little Wedeene River,DOUGLAS CHANNEL-KITIMAT ARM,CO,CO-29,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
54.11754058,-128.621489,Little Wedeene River,DOUGLAS-GARDNER,CM,CM-20,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
54.11754058,-128.621489,Little Wedeene River,HECATE STRAIT-FJORDS,PI,PKO-13,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
54.11754058,-128.621489,Little Wedeene River,NORTHERN COASTAL FJORDS,SO,SER-16,,,,,,,
54.11754058,-128.621489,,,,,,,,,,,
54.11754058,-128.621489,,,,,,,,,,,
49.29413892,-125.9816203,Little Whitepine Cove #1 Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.95610609,-126.8170831,Little Zeballos River,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.95610609,-126.8170831,Little Zeballos River,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.95610609,-126.8170831,Little Zeballos River,WEST VANCOUVER ISLAND,PI,PKO-6,WCVI – Odd & Even,WCVI PINK SALMON,,,,,
49.95610609,-126.8170831,Little Zeballos River,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.95610609,-126.8170831,Little Zeballos River,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CN,CK-32,,,,,,,
49.95610609,-126.8170831,,,,,,,,,,,
49.07894941,-121.9209188,Liumchen Creek,FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
49.07894941,-121.9209188,Liumchen Creek,LOWER FRASER,CM,CM-2,Fraser River,FRASER CHUM SALMON,,,,,
49.07894941,-121.9209188,Liumchen Creek,LOWER FRASER,CO,CO-47,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
54.84972829,-130.2759962,Lizard Creek,NASS-PORTLAND-OBSERVATORY,PI,PKO-17,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
54.84972829,-130.2759962,Lizard Creek,PORTLAND INLET,CM,CM-30,,,,,,,
54.84972829,-130.2759962,Lizard Creek,PORTLAND SOUND-OBSERVATORY INLET-PORTLAND CANAL,CO,CO-37,Area 4,NASS COHO SALMON,,,,,
54.84972829,-130.2759962,,,,,,,,,,,
52.71691966,-131.8342498,Lockeport Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.71691966,-131.8342498,Lockeport Creek,HG-EAST,CO,CO-23,,,,,,,
52.71691966,-131.8342498,,,,,,,,,,,
53.91778399,-129.6499151,Lockerby Creek,LOWER SKEENA,CM,CM-27,Skeena,SKEENA COHO SALMON,,,,,
53.91778399,-129.6499151,Lockerby Creek,LOWER SKEENA,PI,PKO-15,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
53.91778399,-129.6499151,Lockerby Creek,LOWER SKEENA,CO,CO-32,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
53.91778399,-129.6499151,,,,,,,,,,,
51.40860158,-127.2490292,Lockhart Gordon Creek,HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN,PI,PKO-8,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
51.40860158,-127.2490292,Lockhart Gordon Creek,RIVERS INLET,CO,CO-21,Areas 7 to 10,CENTRAL COAST COHO SALMON,,,,,
51.40860158,-127.2490292,Lockhart Gordon Creek,RIVERS-SMITH INLETS,SO,SER-12,,,,,,,
51.40860158,-127.2490292,Lockhart Gordon Creek,SMITH INLET,CM,CM-12,Areas 7 to 10,CENTRAL COAST CHUM SALMON,,,,,
51.40860158,-127.2490292,,,,,,,,,,,
50.93048131,-118.8020418,Loftus Creek,SOUTH THOMPSON,CO,CO-8,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
50.93048131,-118.8020418,Loftus Creek,SHUSWAP COMPLEX-EARLY SUMMER TIMING,SO,SEL-09-02,,,,,,,
52.73502954,-120.8428468,Logger Landing,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
49.70856799,-123.1446215,Loggers Lane Creek,HOWE SOUND-BURRARD INLET,CO,CO-10,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
49.77344198,-124.3305484,Lois River,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.77344198,-124.3305484,Lois River,GEORGIA STRAIT,PI,PKO-3,Georgia Strait – East – Odd & Even,ECVI/MAINLAND PINK SALMON ,,,,,
49.77344198,-124.3305484,Lois River,GEORGIA STRAIT MAINLAND,CO,CO-11,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
49.77344198,-124.3305484,,,,,,,,,,,
52.93451484,-128.6506167,Lomax Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.78561058,-132.0994004,Lomgon Bay Creek,HG-WEST,CO,CO-24,,,,,,,
52.78561058,-132.0994004,Lomgon Bay Creek,WEST HAIDA GWAII,CM,CM-23,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.78561058,-132.0994004,,,,,,,,,,,
54.2270181,-128.6765936,Lone Wolf Creek,DOUGLAS CHANNEL-KITIMAT ARM,CO,CO-29,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
54.2270181,-128.6765936,Lone Wolf Creek,DOUGLAS-GARDNER,CM,CM-20,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
49.47874367,-123.3452918,Long Bay Creek,HOWE SOUND-BURRARD INLET,CM,CM-3,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
52.67150157,-120.9550883,Long Cr. - Lake Shore,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
52.66742351,-120.9628713,Long Creek,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
49.05702591,-122.1816577,Lonzo Creek,LOWER FRASER,CM,CM-2,Fraser River,FRASER CHUM SALMON,,,,,
49.05702591,-122.1816577,Lonzo Creek,LOWER FRASER,CO,CO-47,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
49.87370402,-126.7112926,Lord Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.87370402,-126.7112926,Lord Creek,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.87370402,-126.7112926,Lord Creek,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.31780448,-121.6237061,Lorenzetta Creek,FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
49.31780448,-121.6237061,Lorenzetta Creek,LOWER FRASER,CM,CM-2,Fraser River,FRASER CHUM SALMON,,,,,
49.31780448,-121.6237061,Lorenzetta Creek,LOWER FRASER,CO,CO-47,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
54.88101676,-128.3882722,Lorne Creek,LOWER SKEENA,CM,CM-27,Skeena,SKEENA COHO SALMON,,,,,
54.88101676,-128.3882722,,,,,,,,,,,
49.00308527,-125.638929,Lost Shoe Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.00308527,-125.638929,Lost Shoe Creek,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.00308527,-125.638929,Lost Shoe Creek,WEST VANCOUVER ISLAND,PI,PKO-6,WCVI – Odd & Even,WCVI PINK SALMON,,,,,
49.00308527,-125.638929,Lost Shoe Creek,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.00308527,-125.638929,,,,,,,,,,,
50.67298563,-122.3382323,Lost Valley Creek-Shore Spawners,ANDERSON/SETON-EARLY SUMMER TIMING,SO,SEL-06-01,,,,,,,
51.13469095,-120.1275343,Louis Creek,LOWER THOMPSON_SP_1.2,CN,CK-17,Fraser River Spring Run 42,FRASER SPRING RUN 42 CHINOOK SALMON,,,,,
51.13469095,-120.1275343,Louis Creek,NORTH THOMPSON,CO,CO-9,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
52.24079705,-131.2937397,Louscoone Inlet Creek,HG-WEST,CO,CO-24,,,,,,,
52.24079705,-131.2937397,Louscoone Inlet Creek,WEST HAIDA GWAII,CM,CM-23,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.24079705,-131.2937397,,,,,,,,,,,
52.1650003,-131.208043,Louscoone Inlet Creek Outer,WEST HAIDA GWAII,CM,CM-23,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
53.55992805,-129.5624716,Lowe Inlet System,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.55992805,-129.5624716,Lowe Inlet System,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
53.55992805,-129.5624716,Lowe Inlet System,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
53.55992805,-129.5624716,,,,,,,,,,,
53.55992805,-129.5624716,,,,,,,,,,,
50.54654635,-127.9514001,Lower Ahwhichaolto Creek,NAHWITTI LOWLAND,CO,CO-15,Area 12,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,,,,,
50.54654635,-127.9514001,Lower Ahwhichaolto Creek,NORTHWEST VANCOUVER ISLAND,CM,CM-11,WCVI,WCVI CHUM SALMON,,,,,
49.13683331,-125.6681491,Lower Kennedy River,CLAYOQUOT,CO,CO-18,WCVI,WCVI COHO SALMON,,,,,
49.13683331,-125.6681491,Lower Kennedy River,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.13683331,-125.6681491,Lower Kennedy River,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CN,CK-31,,,,,,,
49.13683331,-125.6681491,Lower Kennedy River,KENNEDY,SO,SEL-13-14,,,,,,,
49.8198,-123.1513,Lower Paradise Channel,HOWE SOUND-BURRARD INLET,CM,CM-3,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.8198,-123.1513,Lower Paradise Channel,HOWE SOUND-BURRARD INLET,CO,CO-10,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
50.72141906,-119.0468253,Lower Shuswap River,FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
50.72141906,-119.0468253,Lower Shuswap River,SHUSWAP RIVER_SU_0.3,CN,CK-15,Fraser River Summer Run 41,FRASER SUMMER RUN 41 CHINOOK SALMON,,,,,
50.72141906,-119.0468253,Lower Shuswap River,SHUSWAP RIVER_SU_0.3,CN,CK-15,Fraser River Summer Run 41,FRASER SUMMER RUN 41 CHINOOK SALMON,,,,,
50.72141906,-119.0468253,Lower Shuswap River,SOUTH THOMPSON,CO,CO-8,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
50.72141906,-119.0468253,Lower Shuswap River,SHUSWAP COMPLEX-LATE TIMING,SO,SEL-09-03,,,,,,,
52.56148823,-120.9999735,Lower Wasko Creek,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
64.62028752,-140.7491009,Lower Yukon River,NORTH YUKON RIVER,CM,CM-43,Yukon (mainstem),YUKON CHUM SALMON,,,,,
64.62028752,-140.7491009,,,,,,,,,,,
54.64223188,-128.4016662,Lowrie Creek,LOWER SKEENA,PI,PKO-15,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
54.64223188,-128.4016662,,,,,,,,,,,
49.14979178,-121.9744091,Luckakuck Creek,LOWER FRASER,CM,CM-2,Fraser River,FRASER CHUM SALMON,,,,,
49.14979178,-121.9744091,Luckakuck Creek,LOWER FRASER,CO,CO-47,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
49.02699593,-125.3051709,Lucky Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.02699593,-125.3051709,Lucky Creek,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.02699593,-125.3051709,Lucky Creek,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CN,CK-31,,,,,,,
50.70209296,-126.0196729,Lull Creek,SOUTHERN COASTAL STREAMS,CM,CM-8,Johnstone Strait Area and Mainland Inlets (Areas 11 to 13),INNER SOUTH COAST CHUM SALMON,,,,,
50.70209296,-126.0196729,Lull Creek,SOUTHERN COASTAL STREAMS,CM,CM-8,Johnstone Strait Area and Mainland Inlets (Areas 11 to 13),INNER SOUTH COAST CHUM SALMON,,,,,
50.70209296,-126.0196729,Lull Creek,SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS,CO,CO-12,Area 13 – North,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,,,,,
50.70209296,-126.0196729,Lull Creek,SOUTHERN FJORDS,SO,SER-09,,,,,,,
50.70209296,-126.0196729,Lull Creek,SOUTHERN FJORDS,PI,PKO-7,Areas 11 to 13 – Odd & Even,ECVI/MAINLAND PINK SALMON ,,,,,
50.70209296,-126.0196729,,,,,,,,,,,
54.63700702,-128.7170738,Luncheon Creek,LOWER SKEENA,CO,CO-32,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
48.40453137,-123.6470219,Lunson Creek,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
48.40453137,-123.6470219,Lunson Creek,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
52.07947681,-131.0631299,Luxana Creek,EAST HAIDA GWAII,PI,PKO-9,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
52.07947681,-131.0631299,Luxana Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.07947681,-131.0631299,Luxana Creek,HG-EAST,CO,CO-23,,,,,,,
52.07947681,-131.0631299,,,,,,,,,,,
49.30030434,-123.039372,Lynn Creek,EAST HOWE SOUND-BURRARD INLET,PI,PKO-2,Squamish – Odd only,ECVI/MAINLAND PINK SALMON ,,,,,
49.30030434,-123.039372,Lynn Creek,HOWE SOUND-BURRARD INLET,CM,CM-3,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.30030434,-123.039372,Lynn Creek,HOWE SOUND-BURRARD INLET,CO,CO-10,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
49.30030434,-123.039372,Lynn Creek,SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x,CN,CK-20,,,,,,,
52.58400806,-120.64216,Lynx Cr. - Lake Shore,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
52.58720542,-120.6562168,Lynx Creek,QUESNEL-SUMMER TIMING,SO,SEL-06-10,,,,,,,
54.02857947,-128.6076349,M.E.S.S. Creek,DOUGLAS CHANNEL-KITIMAT ARM,CO,CO-29,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
