STAR#-deleted - my reference only,Agreement_Number,Agreement_Database,Agreement Status,Agreement Status Comment, Agreement Lineage,Funding_Source,Agreement Type,Agreement Cost,Salmon-relevant cost,Project Lead Organization,Agreement Key Element/Activity-delete for my purposes only,Fund Years,PROJECT NAME,Project Description,Project Start Date,Project End Date,Region,Ecosystem Type,Primary River,Secondary River,Lake System,Watershed Name,Lat,Long,DFO Management Area,SMU Name,CUIndex,CUName,Species,Species Comment,Salmon Life Cycle,Project Phase,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Organizations,Government Organization Reference,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,Primary First Nations Contact,Primary First Nations Contact Role,Other First Nations Contact,Other First Nations Contact Role,DFO Biologists or Technicians,Others,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Method Type,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Data Entry Method Type,Method Document Type,Author,Year,Title,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Were sample collection data entered into database?,Wad sample data quality check complete?,Person responsible for data quality check,,Barriers to data checks/enter into database,Sample Collection Formats,Data Products,Data Products Database,Data Products Comment,Data Programs,How was data communicated back to funding recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Location,Document Reference Information,Document Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,AFS2019-MLT-1913-1-P1,APGIS,Certified,Unknown,,TB G&C,FORMAL AGREEMENT,,"$70,000.00",FIRST NATIONS,P1,2019,Somass Watershed Chinook Salmon Enumeration  ,The objective of the program is to estimate escapement of chinook and coho using video counts from the Sproat and Stamp Falls fishways. ,Unknown,Unknown,SCA,FRESHWATER,Somass River,Unknown,Unknown,Unknown,48.8978855,-125.0090965,Unknown,Unknown,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CH,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,INDICATOR,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nick Brown,Unknown,Wilf Luedke,Unknown,Hupacasath First Nation,Rick Hewson,"CHIEF EXECUTIVE OFFICER, CHIEF FINANCIAL OFFICER",Graham Murrell,Biologist,"Leon Lauder, Tony Tatoosh, Ellen Lauder, Leslie Lauder, Cameron Tatoosh",Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Fence,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No communication,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,AFS2019-MLT-1913-1-P2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$35,000.00",FIRST NATIONS,P2,2019,Somass Watershed Chinook and Coho Salmon Enumeration ,"To estimate escapement of chinook and coho using video counts from the Sproat and Stam Falls fishways. Counting operations will run from mid-Aug through mid-Nov, and a sub-sample of videos from both sites will be reviewed to identify fish to species and estimate the portion of marked fish. Biological samples will also be collected (2-3 times per week from fish at both sites to estimate the age and sex composition of escapement).",Unknown,Unknown,SCA,FRESHWATER,Somass River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CH, CO]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nick Brown,Unknown,Wilf Luedke,Unknown,Hupacasath First Nation,Rick Hewson,"CHIEF EXECUTIVE OFFICER, CHIEF FINANCIAL OFFICER",Graham Murrell,Biologist,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Fence,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Database Files",Unknown,Unknown,Unknown,Unknown,Bulletins,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,AFS2019-MLT-1913-1-P3,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$35,000.00",FIRST NATIONS,P3,2019,Great Central Lake and Sproat Lake Sockeye Smolt Out-migration,"At Robertson Creek, daily counts of out-migrating sockeye smolts will be conducted 7 days per week (from Feb through March 2020) to count fish captured in the diversion trap and sockeye smolts will be sampled during three visits per week, with a target sample size of 100 per sampling event. At the Sproat River, a rotary screw trap will be installed to monitor the out-migrating smolts. Daily counts and samples (target of 100 samples per week) will be collcted.",Unknown,Unknown,SCA,FRESHWATER,Robertson River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,,JUVENILE,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE, SMOLT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nick Brown,Unknown,Wilf Luedke,Unknown,Hupacasath First Nation,Rick Hewson,"CHIEF EXECUTIVE OFFICER, CHIEF FINANCIAL OFFICER",Graham Murrell,Biologist,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Smolt trap,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Excel ,Unknown,Unknown,Unknown,Unknown,Bulletins,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,AFS2019-MLT-1913-1-P4,APGIS,Certified,Unknown,,TB G&C,FORMAL AGREEMENT,,"$27,000.00",FIRST NATIONS,P4,Unknown,Great Central Lake and Sproat Lake Sockeye Smolt Out-Migration,Smolt Out-Migration through Robertson Creek & Smolt Out-Migration through Sproat River,Unknown,Unknown,SCA,FRESHWATER,Somass River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nick Brown,Unknown,Wilf Luedke,Unknown,Hupacasath First Nation,Rick Hewson,"CHIEF EXECUTIVE OFFICER, CHIEF FINANCIAL OFFICER",Graham Murrell,Biologist,"Leon Lauder, Tony Tatoosh, Ellen Lauder, Leslie Lauder, Cameron Tatoosh",Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Database Files",Unknown,Unknown,Unknown,Unknown,Data Summary,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,AFS2019-MLT-1913-1-P5,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$43,635.00",FIRST NATIONS,P5,2016,"Somass sockeye enumeration, fall  non-sockeye enumeration","Somass sockeye enumeration, fall  non-sockeye enumeration",Unknown,Unknown,SCA,FRESHWATER,Somass River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nick Brown,Unknown,Wilf Luedke,Unknown,Hupacasath First Nation,Rick Hewson,"CHIEF EXECUTIVE OFFICER, CHIEF FINANCIAL OFFICER",Graham Murrell,Biologist,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Video,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Database Files",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,AFS2019-MLT-1929-0-P1,APGIS,Certified,Unknown,,TB G&C,FORMAL AGREEMENT,,,FIRST NATIONS,P1,2019,Snuneymuxw First Nation (Nanaimo),"Nanaimo River Assessment - carry out several projects and attend meetings in support of the Nanaimo Spring run chinook Recovery Potential Assessment (RPA). The work activities include the following:
1. Upper Nanaimo River swim surveys and habitat assessment activities: Weekly swim surveys in the upper Nanaimo River beginning in September. Surveys will run from 4 to 6 weeks, dependent on spawn timing and associated carcass recovery. Additional tasks will include habitat assessment work including assistance with water quality and habitat survey equipment installation and use.   2. Lower Nanaimo River chum enumeration data review: review of video data from a Dual Identification Sonar (DIDSON) to estimate chum salmon abundance on the Nanaimo River. Data review will take place full-time for ~7 weeks, beginning in October.    3.  Meeting attendance:  will attend meetings for the Risk Assessment Management workshop and RPA Canadian Science Advisory Secretariat (CSAS) review.  4.  Nanaino River Estuary marine mammal surveys: survey of pinnipeds and other marine mammals (i.e. otters and minks) in the Nanaimo River Estuary from October to March. Up to 20 surveys will be conducted by power boat with a minimum of two persons (surveyor + driver). ",Unknown,Unknown,SCA,FRESHWATER,Nanaimo River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,,ADULT,COMPLETED,POPULATION SCIENCE,MONITORING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Kevin Pellett,Unknown,Wilf Luedke,Unknown,Snuneymuxw First Nation,Chris Good,LAND AND RESOURCES COORDINATOR,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,AFS2019-MLT-1929-0-P2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$25,000.00",FIRST NATIONS,P2,2019,Nanaimo River Assessment,To carry out: (1) Upper Nanaimo River swim surveys and habitat assessment; (2) Lower Nanaimo River chum enumeration data review (video data from a DIDSON to estimate chum abundance); (3) attendance of meetings for RPA management workshop and RPA CSAS review; and (4) Nanaimo River Estuary marine mammal surveys by boat. ,Unknown,Unknown,SCA,FRESHWATER,Nanaimo River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CH, CM]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,"DATA COLLECTION,MEETING","POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Kevin Pellett,Unknown,Wilf Luedke,Unknown,Snuneymuxw First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Instrumentation,"DIDSON, Boat",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,AFS2019-SYR-1927-0-A2-P1,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,29210.84/2,FIRST NATIONS,A2-P1,2016,Quapxv (Amaback) & Dallery Sockeye Creek Walks.,Determine an estimate of the sockeye escapement to these systems and collect biological samples from post-spawn fish. ,4/1/2019,3/31/2020,NCA,FRESHWATER,"Quapxv River, Dallery River",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Oweekeno (Wui'Kinuxv),Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Biodata,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,AFS2019-SYR-1927-0-A2-P2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,,FIRST NATIONS,A2-P2,Unknown,FSC catch monitoring,FSC catch monitoring. Catch data is passed on to Nuxalk food fish samplers as part of new PST funded program. FSC catch data is used as soft in-season indicator for commerical chinook fishery indicators,Unknown,Unknown,NCA,FRESHWATER,Bella Coola River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[SK, CH, CO, CM]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,CATCH (FIRST NATIONS),FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Pacific Salmon Treaty,Kate McGivney,Melanie Anthony,Shaun Davies,Wendy Evans,Nuxalk Nation,Jason Moody,FISHERIES MANAGER,Bernie Elkins,stewardship director,changes annually,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning",Biodata,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ADF&G Zander,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Excel,Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,AFS2019-SYR-1931-1-A2-P1,APGIS,Certified,Unknown,,TB G&C,FORMAL AGREEMENT,," $180,000.00 ",FIRST NATIONS,A2-P1,2019,Stikine Sockeye Enhancement,Please add,4/1/2019,3/31/2020,YUKON,FRESHWATER,Stikine River,Unknown,Unknown,Unknown,54.66639054,-128.3780208,Unknown,Unknown,SER-22,NORTHERN TRANSBOUNDARY FJORDS,SK,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ENHANCEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Jody Mackenzie-Grieve,Unknown,Bill Waugh,Unknown,Unknown,Cheri Frocklage,UNKNOWN,Unknown,Unknown,"Johnny Sembsmoen, Melvin Besharah",Unknown,Alaska Department of Fish & Game,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning","Trapping, Tagging, Biodata","Smolt trap, Seine, Coded Wire Tags, GSI, Size, Sex",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Doc67,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Excel,Unknown,"ADF&G CWT Online Release, ADF&G SF Research and Technical Services",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,AFS2019-SYR-1931-1-A2-P2,APGIS,Certified,Unknown,,TB G&C,FORMAL AGREEMENT,,"$25,000.00",FIRST NATIONS,A2-P2,2019,Stikine CN CWT Indicator,Please add,4/1/2019,3/31/2020,YUKON,FRESHWATER,Stikine River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CH, CO]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,INDICATOR,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Jody Mackenzie-Grieve,Unknown,Bill Waugh,Unknown,Unknown,Cheri Frocklage,FN FISHERY MANAGERS,Unknown,Unknown,"Johnny Sembsmoen, Melvin Besharah",Unknown,Alaska Department of Fish & Game,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Coded Wire Tags,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Excel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Pacific Salmon Commission Technical report series,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,AFS2019-SYR-1931-1-A2-P3,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,," $20,000.00 ",FIRST NATIONS,A2-P3,2019,Stock Assessment (Hackett River Assessment),(Iskut FN) To fabricate and purchase a video enumeratoin system to assess the number of Chinook and Sockeye spawning in Hackett River - development/planning phase.,4/1/2019,3/31/2020,YUKON,FRESHWATER,Hackett River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CH, SK]",,ADULT,ACTIVE,POPULATION SCIENCE,MONITORING,EXTENSIVE,"ESCAPEMENT,CATCH",FIELD WORK,EQUIPMENT SUPPORT,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Johnny Sembsmoen,Unknown,Bill Waugh,Unknown,Iskut First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Video,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,AFS2019-SYR-1931-1-A2-P4,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,," $145,000.00 ",FIRST NATIONS,A2-P4,2019,Tahltan and Iskut First Nations Fisheries Authority,"(Tahltan FN) To purchase an ARIS sonar imaging unit for enumeration of Chinook returning to the Tahltan River - development/planning phase.
",4/1/2019,3/31/2020,YUKON,FRESHWATER,Tahltan River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CH,,UNKNOWN,ACTIVE,POPULATION SCIENCE,MONITORING,EXTENSIVE,ESCAPEMENT,FIELD WORK,EQUIPMENT SUPPORT,"POPULATION ESTIMATES, ADULT ABUNDANCE",,STOCK ASSESSMENT AND RESEARCH,Stikine River Chinook ABM Development,NOT APPLICABLE,Unknown,Unknown,Bill Waugh,Bill Waugh,Bill Waugh,Bill Waugh,Tahltan First Nation,Cheri Frocklage,FISHERIES DIRECTOR,Kerry Carlick,Fisheries Manager,NA,"Jody Mackenzie-Grieve, Johnny Sembsmoen",Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning",Unknown,Sonar,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Operational plans - DFO shared drives,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,AFS2019-SYR-1931-1-A2-P5,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$40,680.00",FIRST NATIONS,A2-P5,2016,Upper Stikine River Stock Assessment. ,Sampling program to collect baseline biological characteristics from Chinook and sockeye salmon in vicinity of Telegraph Creek and to determine Tahltan/Tuya stock composition. Conduct a carcass pitch to determine if thermally marked sockeye salmon observed in Shakes Creek were successful in colonizing.,4/1/2019,3/31/2020,YUKON,FRESHWATER,Stikine River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CH, SK]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Johnny Sembsmoen,Unknown,Bill Waugh,Unknown,Tahltan First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Deadpitch,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,AFS2019-SYR-2019-0-P1,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,,FIRST NATIONS,P1,2019,fertilizer addition to Woss Lake,Enhancement of Nimpkish Watershed Salmon stocks by adding liquid fertilizer to Woss Lake to promote growth of phytoplankton,Unknown,Unknown,SCA,FRESHWATER,Woss Lake,Unknown,Woss Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,,ADULT,ACTIVE,POPULATION SCIENCE,RECOVERY,EXTENSIVE,ENHANCEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Pieter Van Will,Unknown,Wilf Luedke,Unknown,Namgis First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,AFS2019-SYR-2019-0-P1,APGIS,Certified,Unknown,AFS2019-SYR-1924-0,AFS,FORMAL AGREEMENT,,"$11,500.00",FIRST NATIONS,P1,2016,Salmon Stock Assessment - Nimpkish river.,"Salmon Stock Assessment. Adult salmon stock assessment and enumeration activities on the Nimpkish River and tributary systems (including but not limited to Schoen Lake, Vernon Lake, Woss Lake, and Klaklakama Lake) as directed by Gwan'i Hatchery and DFO Stock Assessment staff. ",4/1/2020,3/31/2021,SCA,FRESHWATER,Nimpkish River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CO, CH, CM, PK, SK]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Pieter Van Will,Unknown,Wilf Luedke,Unknown,Namgis First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,"Visual, Biodata",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
