Project Number,Agreement Number,Project Name,Project Description,Agreement Database,Agreement Comment, Agreement Information??-connections,Funding Sources,Other Funding Sources,Agreement Type,Lead Organization,Fund Years-with costing,Project Start Date,Project End Date,Region,Ecosystem Type,Primary_River,Secondary River,Lake System,Watershed Name,DFO Management Area,Lat,Long,Stock Management Unit,CUIndex,CUName,Species,Salmon Life Stage,Project Stage,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Departments,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,First Nations Contact,First Nations Contact Role,DFO Biologists or Technicians,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Method Document Type,Traditional Ecological Knowledge Considered?,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Was sample collection data entered into database(s)?,Was sample data quality check complete?,How was data quality check completed?,Barriers to data checks/enter into database,Sample Collection Format(s),Data Products,Data Products Database(s),Data Products Comment,Data Programs,How was the data communicated to recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Reference Information,Document Link,Is this report published?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-A8,Stock Assessment and Fisheries Management- Tla-o-qui-aht,"1.Tla-o-qui-aht Fisheries staff support the Salmon Enhancement Program to rehabilitate salmon stocks and key habitat in the Kennedy watershed.2.Tla-o-qui-aht Fisheries staff monitor and conduct escapement surveys according to survey schedule developed with Tla-o-qui-aht Fisheries staff, the Organization's Central Region Fisheries biologist and DFO South Coast Stock Assessment.3.Tla-o-qui-aht Fisheries conduct general monitoring and surveying of Tla-o-qui-aht Ha-houlthee and report issues or concerns to the community and relevant agencies. ",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Staghorn Creek,Angora Creek,Muriel Lake,Kennedy Watershed,Unknown,50.06835578,-123.3433192,WCVI COHO SALMON,CO-18,CLAYOQUOT,"CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Environment Canada,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Brood Collection",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-B1,Food and Ceremonial Fisheries Management- Ahousaht,1.Ahousaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Ahousaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Atleo River,Bawden Creek,Unknown,Unknown,Unknown,49.36998292,-126.0578299,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-18,CM-10","CLAYOQUOT,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,PK,SK","Adult,Juvenile",Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-B2,Food and Ceremonial Fisheries Management- Ditidaht,1.Ditidaht Fisheries Supervisor and other fisheries staff annually work on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Ditidaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Hobiton Creek,Unknown,Nitnat Lake,Unknown,Unknown,48.77461034,-124.7379799,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-16,CM-10","JUAN DE FUCA-PACHENA,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-B3,Food and Ceremonial Fisheries Management- Ehattesaht,1.Ehattesaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Ehattesaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Zeballos River,Unknown,Unknown,Unknown,Unknown,52.29119889,-128.3626696,WCVI CHUM SALMON,CM-10,SOUTHWEST VANCOUVER ISLAND,"CM,CH",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-B4,Food and Ceremonial Fisheries Management- Hesquiaht,1.Hesquiaht Fisheries staff work annually on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Hesquiaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Ah'ta'apq River,Tsa-ya River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CM,CO",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-B5,Food and Ceremonial Fisheries Management- Mowachaht/Muchalaht,"1.Mowachaht/Muchalaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2. Mowachaht/Muchalaht Fisheries Department will hire two community members for catch monitoring of Gold River Sockeye salmon F&C fisheries.3.Mowachaht/Muchalaht Fisheries staff provides catch monitoring information to DFO throughout the year.4.Two or more fisheries related community events are organized (e.g., Fisheries Planning, guidelines and conditions of License information sessions, fisher meetings for development of Fishing Plan). ",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Gold River,Burman River,Unknown,Gold River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CH,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-B6,Food and Ceremonial Fisheries Management- Nuchatlaht,1.Nuchatlaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) for which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Nuchatlaht Fisheries staff provides catch monitoring information to DFO throughout the year according to the schedule outlined below.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Espinosa Creek,Savey Creek,Unknown,Unknown,Unknown,49.98876693,-126.9466347,"WCVI COHO SALMON,WCVI CHUM SALMON,WCVI PINK SALMON","CO-17,CM-10,PKO-6","WEST VANCOUVER ISLAND,SOUTHWEST VANCOUVER ISLAND,WEST VANCOUVER ISLAND","CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-B7,Food and Ceremonial Fisheries Management- Tlaoquiaht,1.Tla-o-qui-aht Fisheries staff annually works on food and ceremonial Fishing plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings. 2.Tla-o-qui-aht Fisheries staff provides on the water and at the dock F&C catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Staghorn Creek,Angora Creek,Muriel Lake,Kennedy Watershed,Unknown,50.06835578,-123.3433192,WCVI COHO SALMON,CO-18,CLAYOQUOT,"CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-1-A10,Operational Capacity Funding - Patrol Boat equipment replacement/maintenance and training (capital acquisition and capacity support)-Ditidaht,1.Ditidaht will ensure required maintenance for their 2015 Ford F-350 is complete2.Ditidaht will ensure fisheries fieldwork gear is repaired (seine net) or replaced (groundfish gear)3.Ditidaht will purchase a gill net4.Ditidaht will enroll in Office Administration training for Fisheries Managers as well as MED and SRT1 (Marine basic first aid and Swiftwater) training courses for Fisheries technicians.,APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-1-A11,Operational Capacity Funding - Repair and upgrade community hatchery (capital infrustructure and capacity support)-Ehattesaht,"Following receipt of engineered design (in-kind contribution), Ehattesaht will oversee the Zeballos Community hatchery project to re-establish water supply, upgrade plumbing system including installation of circular tanks as well as improve biosecurity  ",APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-1-A12,"Operational Capacity Funding - Acquisition of office equipment, outboard motors and ATV (capital acquisition)-Hesquiaht","1.Hesquiaht will replace two computers in their fisheries office with appropriate laptops and software to support fisheries program office work, including allowing for remote video conferencing participation in meetings.2.Hesquiaht will purchase two 150 HP outboards to replace existing 300 HP single outboard 3.Hesquiaht will purchase an ATV for Fisheries Technician use",APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-1-A13,Operational Capacity Funding - Steel Shelter Boat and Trailer Storage (Capital Infustructure)- Nuchatlaht,"Nuchatlaht will purchase a Steel warehouse building including overseeing the planning, development and construction phases.",APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-1-A14,Operational Capacity Funding - Replacement of Fisheries Patrol Vessel (capital acquisition)-Tla-o-qui-aht,Tla-o-qui-aht will purchase a new fisheries patrol vessel as a replacement to the inflatable rigid hull boat ,APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-1-A9,Operational Capacity Funding - Patrol Boat equipment and life raft (capital acquisition)- Ahousaht,"Ahousaht will purchase a stove, sink, heater and a new life raft for their fisheries patrol vessel.",APGIS,,,AFS,,Amendment,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A2,Stock Assessment and Fisheries Management- Ahousaht,"1.Ahousaht Fisheries staff conducts escapement surveys according to a survey schedule developed with Ahousaht Fisheries, the Organization’s Central Region Fisheries Biologist, the Ahousaht/ Fish Farm Enhancement Committee, and with DFO South Coast Stock Assessment staff. 2.With the assistance of external funding from Canadian Food Inspection agency (CFIA), Ahousaht Fisheries staff conducts bio-toxin monitoring.  AFS funding pays for Ahousaht Fisheries staff wages and related expenses to assist with the monitoring.  CFIA funding pays for Ahousaht Fisheries boat operating expenses and shipping of samples.3.Ahousaht Fisheries conduct general monitoring, and biological and enforcement surveys of Ahousaht Ha-houlthee and report issues or concerns to the community and relevant agencies.",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Atleo River,Bawden Creek,Unknown,Unknown,Unknown,49.36998292,-126.0578299,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-18,CM-10","CLAYOQUOT,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,PK,SK","Adult,Juvenile",Active,"Population Science,Habitat Science","Monitoring,Enhancement",Extensive,"Enumeration,Water Quality",Field Work,"Data Collection,Staffing","Contribute to Escapement Estimation,Habitat Conservation",Unknown,"Herring,Groundfish,Salmon Enhancement Program",Unknown,Canadian Food Inspection agency,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Water Samples-Toxicology",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A3,Stock Assessment and Fisheries Management-Ditidaht,"1.Ditidaht Fisheries staff conducts escapement surveys according to survey schedule developed with DFO South Coast Stock Assessment and Ditidaht. a.Enumerate adult Hobiton River sockeye by installing and operating an adult salmon counting fence from April to June. b.Prepare the juvenile trap site and install Rotary Screw Trap (provided by DFO) with assistance from DFO South Coast Stock Assessment and Uu-a-thluk staff. c.Two to three Cheewaht salmon spawner surveys will occur from October to November. d.Nitinat Lake assessment fisheries:  using food and ceremonial fisheries and Nitinat hatchery chinook, chum and coho broodstock collections to gather information with DFO on run-timing, distribution and age structure of chinook, coho and chum returning to Nitinat Lake from August to November. AFS covers the wages of the Fisheries Manager and some boat and other equipment expenses.  Ditidaht uses internal funding to cover all other costs. 2.Nitinat Lake crab are monitored and assessed at least six times throughout the year.3.Ditidaht staff will work with the Organization's staff to develop and implement groundfish monitoring and assessment in DFO Statistical Areas 21/121.4.With the assistance of external funding from the Canada Food Inspection agency (CFIA), Ditidaht Fisheries staff conducts bio-toxin monitoring from May to October. AFS funding pays for Ditidaht Fisheries staff wages and related expenses to assist with the monitoring.  CFIA funding pays for Ditidaht Fisheries boat operating expenses and shipping of samples.5.Ditidaht Fisheries conduct general monitoring of Ditidaht Ha-houlthee and report issues or concerns to the community and relevant agencies.6.Ditidaht Fisheries staff works closely with the Nitinat hatchery staff with activities (e.g., salmon broodstock collections, towing net-pens, feeding net penned fish, etc). 7.Ditidaht Fisheries work with DFO and the Organization's staff to develop an Escapement Salmon Spawning Requirements (ESSR) agreement for Nitinat Lake chinook, coho and chum, where abundances are appropriate.8.Ditidaht Fisheries staff work with DFO for fall salmon stock assessment survey planning.",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Hobiton Creek,Unknown,Nitnat Lake,Unknown,Unknown,48.77461034,-124.7379799,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-16,CM-10","JUAN DE FUCA-PACHENA,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,SK",Adult,Active,"Population Science,Habitat Science","Monitoring,Enhancement",Extensive,"Enumeration,Fish Condition,Fish Distribution,Water Quality","Field Work,Planning","Data Collection,Staffing,Equipment Support","Contribute to Escapement Estimation,Develop Excess to Spawning Requirements",Unknown,Salmon Enhancement Program,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Brood Collection,Water Samples-Toxicology",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
