,Grid,Week,Species,cfa,CEU,SS,FS
42138,MX-284,23,Snow Crab,12,28631,0.000207,5.9318
42282,MX-296,23,Snow Crab,12,28631,0.000207,5.9318
43134,MY-267,23,Snow Crab,12,28631,0.000207,5.9318
43146,MY-268,23,Snow Crab,12,28631,0.000207,5.9318
43158,MY-269,23,Snow Crab,12,28631,0.000207,5.9318
44358,MZ-270,23,Snow Crab,12,28631,0.000207,5.9318
45606,NA-272,23,Snow Crab,12,28631,0.000207,5.9318
46830,NB-272,23,Snow Crab,12,28631,0.000207,5.9318
49266,ND-273,23,Snow Crab,12,28631,0.000207,5.9318
50466,NE-272,23,Snow Crab,12,28631,0.000207,5.9318
51666,NF-271,23,Snow Crab,12,28631,0.000207,5.9318
51738,NF-277,23,Snow Crab,12,28631,0.000207,5.9318
52074,NF-305,23,Snow Crab,12,28631,0.000207,5.9318
52878,NG-269,23,Snow Crab,12,28631,0.000207,5.9318
55650,NI-291,23,Snow Crab,12,28631,0.000207,5.9318
55662,NI-292,23,Snow Crab,12,28631,0.000207,5.9318
65546,NQ-314,23,Snow Crab,12,28631,0.000207,5.9318
66140,NR-274,23,Snow Crab,12,28631,0.000207,5.9318
66632,NR-315,23,Snow Crab,12,28631,0.000207,5.9318
69590,NU-297,23,Snow Crab,12,28631,0.000207,5.9318
70608,NV-295,23,Snow Crab,12,28631,0.000207,5.9318
70620,NV-296,23,Snow Crab,12,28631,0.000207,5.9318
71506,NW-282,23,Snow Crab,12,28631,0.000207,5.9318
73554,NY-279,23,Snow Crab,12,28631,0.000207,5.9318
75698,OA-274,23,Snow Crab,12,28631,0.000207,5.9318
76790,OB-273,23,Snow Crab,12,28631,0.000207,5.9318
77090,OB-298,23,Snow Crab,12,28631,0.000207,5.9318
80390,OE-290,23,Snow Crab,12,28631,0.000207,5.9318
80426,OE-293,23,Snow Crab,12,28631,0.000207,5.9318
88212,OL-314,23,Snow Crab,12,28631,0.000207,5.9318
93438,OQ-320,23,Snow Crab,12,28631,0.000207,5.9318
95566,OS-320,23,Snow Crab,12,28631,0.000207,5.9318
101358,OY-275,23,Snow Crab,12,28631,0.000207,5.9318
101374,OY-276,23,Snow Crab,12,28631,0.000207,5.9318
102838,OZ-313,23,Snow Crab,12,28631,0.000207,5.9318
105936,PC-333,23,Snow Crab,12,28631,0.000207,5.9318
108111,PF-327,23,Snow Crab,12,28631,0.000207,5.9318
111141,PK-300,23,Snow Crab,12,28631,0.000207,5.9318
4412,LJ-276,25,Snow Crab,12,22822,0.000261,5.9627
5636,LN-275,25,Snow Crab,12,22822,0.000261,5.9627
6452,LP-274,25,Snow Crab,12,22822,0.000261,5.9627
6524,LP-280,25,Snow Crab,12,22822,0.000261,5.9627
9776,LU-274,25,Snow Crab,12,22822,0.000261,5.9627
10664,LV-274,25,Snow Crab,12,22822,0.000261,5.9627
10676,LV-275,25,Snow Crab,12,22822,0.000261,5.9627
14444,LZ-270,25,Snow Crab,12,22822,0.000261,5.9627
14480,LZ-273,25,Snow Crab,12,22822,0.000261,5.9627
15500,MA-272,25,Snow Crab,12,22822,0.000261,5.9627
17564,MC-273,25,Snow Crab,12,22822,0.000261,5.9627
20864,MF-290,25,Snow Crab,12,22822,0.000261,5.9627
20876,MF-291,25,Snow Crab,12,22822,0.000261,5.9627
21908,MG-287,25,Snow Crab,12,22822,0.000261,5.9627
29432,MN-279,25,Snow Crab,12,22822,0.000261,5.9627
35828,MS-291,25,Snow Crab,12,22822,0.000261,5.9627
36920,MT-271,25,Snow Crab,12,22822,0.000261,5.9627
37136,MT-289,25,Snow Crab,12,22822,0.000261,5.9627
38288,MU-272,25,Snow Crab,12,22822,0.000261,5.9627
38324,MU-275,25,Snow Crab,12,22822,0.000261,5.9627
38480,MU-288,25,Snow Crab,12,22822,0.000261,5.9627
39536,MV-268,25,Snow Crab,12,22822,0.000261,5.9627
39548,MV-269,25,Snow Crab,12,22822,0.000261,5.9627
39584,MV-272,25,Snow Crab,12,22822,0.000261,5.9627
40844,MW-275,25,Snow Crab,12,22822,0.000261,5.9627
42020,MX-274,25,Snow Crab,12,22822,0.000261,5.9627
42032,MX-275,25,Snow Crab,12,22822,0.000261,5.9627
42152,MX-285,25,Snow Crab,12,22822,0.000261,5.9627
44636,MZ-293,25,Snow Crab,12,22822,0.000261,5.9627
45776,NA-286,25,Snow Crab,12,22822,0.000261,5.9627
47084,NB-293,25,Snow Crab,12,22822,0.000261,5.9627
48236,NC-287,25,Snow Crab,12,22822,0.000261,5.9627
48260,NC-289,25,Snow Crab,12,22822,0.000261,5.9627
48284,NC-291,25,Snow Crab,12,22822,0.000261,5.9627
48296,NC-292,25,Snow Crab,12,22822,0.000261,5.9627
50528,NE-277,25,Snow Crab,12,22822,0.000261,5.9627
54356,NH-288,25,Snow Crab,12,22822,0.000261,5.9627
55616,NI-288,25,Snow Crab,12,22822,0.000261,5.9627
57046,NJ-289,25,Snow Crab,12,22822,0.000261,5.9627
57154,NJ-298,25,Snow Crab,12,22822,0.000261,5.9627
58272,NK-289,25,Snow Crab,12,22822,0.000261,5.9627
58380,NK-298,25,Snow Crab,12,22822,0.000261,5.9627
59464,NL-289,25,Snow Crab,12,22822,0.000261,5.9627
61800,NN-288,25,Snow Crab,12,22822,0.000261,5.9627
65212,NQ-286,25,Snow Crab,12,22822,0.000261,5.9627
66250,NR-283,25,Snow Crab,12,22822,0.000261,5.9627
66274,NR-285,25,Snow Crab,12,22822,0.000261,5.9627
67528,NS-302,25,Snow Crab,12,22822,0.000261,5.9627
69604,NU-298,25,Snow Crab,12,22822,0.000261,5.9627
70322,NV-271,25,Snow Crab,12,22822,0.000261,5.9627
70610,NV-295,25,Snow Crab,12,22822,0.000261,5.9627
71388,NW-272,25,Snow Crab,12,22822,0.000261,5.9627
71400,NW-273,25,Snow Crab,12,22822,0.000261,5.9627
71412,NW-274,25,Snow Crab,12,22822,0.000261,5.9627
71436,NW-276,25,Snow Crab,12,22822,0.000261,5.9627
71472,NW-279,25,Snow Crab,12,22822,0.000261,5.9627
71484,NW-280,25,Snow Crab,12,22822,0.000261,5.9627
71544,NW-285,25,Snow Crab,12,22822,0.000261,5.9627
74682,NZ-282,25,Snow Crab,12,22822,0.000261,5.9627
75724,OA-276,25,Snow Crab,12,22822,0.000261,5.9627
75736,OA-277,25,Snow Crab,12,22822,0.000261,5.9627
76828,OB-276,25,Snow Crab,12,22822,0.000261,5.9627
76888,OB-281,25,Snow Crab,12,22822,0.000261,5.9627
76912,OB-283,25,Snow Crab,12,22822,0.000261,5.9627
77956,OC-275,25,Snow Crab,12,22822,0.000261,5.9627
78160,OC-292,25,Snow Crab,12,22822,0.000261,5.9627
79132,OD-280,25,Snow Crab,12,22822,0.000261,5.9627
79288,OD-293,25,Snow Crab,12,22822,0.000261,5.9627
100860,OX-320,25,Snow Crab,12,22822,0.000261,5.9627
108000,PF-313,25,Snow Crab,12,22822,0.000261,5.9627
108149,PF-330,25,Snow Crab,12,22822,0.000261,5.9627
108621,PG-306,25,Snow Crab,12,22822,0.000261,5.9627
108710,PG-313,25,Snow Crab,12,22822,0.000261,5.9627
112129,PM-302,25,Snow Crab,12,22822,0.000261,5.9627
107352,PE-323,29,Snow Crab,19,1160.2286,0.005147,5.9717
108745,PG-319,29,Snow Crab,19,1160.2286,0.005147,5.9717
108770,PG-324,29,Snow Crab,19,1160.2286,0.005147,5.9717
110129,PI-319,29,Snow Crab,19,1160.2286,0.005147,5.9717
4497,LJ-283,26,Snow Crab,12,19013,0.000317,6.033
5001,LL-278,26,Snow Crab,12,19013,0.000317,6.033
15465,MA-269,26,Snow Crab,12,19013,0.000317,6.033
15477,MA-270,26,Snow Crab,12,19013,0.000317,6.033
16485,MB-269,26,Snow Crab,12,19013,0.000317,6.033
16509,MB-271,26,Snow Crab,12,19013,0.000317,6.033
17517,MC-269,26,Snow Crab,12,19013,0.000317,6.033
17529,MC-270,26,Snow Crab,12,19013,0.000317,6.033
30705,MO-288,26,Snow Crab,12,19013,0.000317,6.033
31809,MP-279,26,Snow Crab,12,19013,0.000317,6.033
31845,MP-282,26,Snow Crab,12,19013,0.000317,6.033
31917,MP-288,26,Snow Crab,12,19013,0.000317,6.033
34425,MR-286,26,Snow Crab,12,19013,0.000317,6.033
37101,MT-286,26,Snow Crab,12,19013,0.000317,6.033
37197,MT-294,26,Snow Crab,12,19013,0.000317,6.033
38325,MU-275,26,Snow Crab,12,19013,0.000317,6.033
38445,MU-285,26,Snow Crab,12,19013,0.000317,6.033
39717,MV-283,26,Snow Crab,12,19013,0.000317,6.033
39861,MV-295,26,Snow Crab,12,19013,0.000317,6.033
42045,MX-276,26,Snow Crab,12,19013,0.000317,6.033
42081,MX-279,26,Snow Crab,12,19013,0.000317,6.033
42093,MX-280,26,Snow Crab,12,19013,0.000317,6.033
43269,MY-278,26,Snow Crab,12,19013,0.000317,6.033
43401,MY-289,26,Snow Crab,12,19013,0.000317,6.033
45861,NA-293,26,Snow Crab,12,19013,0.000317,6.033
46797,NB-269,26,Snow Crab,12,19013,0.000317,6.033
49437,ND-287,26,Snow Crab,12,19013,0.000317,6.033
50613,NE-284,26,Snow Crab,12,19013,0.000317,6.033
51765,NF-279,26,Snow Crab,12,19013,0.000317,6.033
51849,NF-286,26,Snow Crab,12,19013,0.000317,6.033
53013,NG-280,26,Snow Crab,12,19013,0.000317,6.033
54273,NH-281,26,Snow Crab,12,19013,0.000317,6.033
55545,NI-282,26,Snow Crab,12,19013,0.000317,6.033
56975,NJ-283,26,Snow Crab,12,19013,0.000317,6.033
56999,NJ-285,26,Snow Crab,12,19013,0.000317,6.033
66239,NR-282,26,Snow Crab,12,19013,0.000317,6.033
66551,NR-308,26,Snow Crab,12,19013,0.000317,6.033
67577,NS-306,26,Snow Crab,12,19013,0.000317,6.033
68351,NT-283,26,Snow Crab,12,19013,0.000317,6.033
68567,NT-301,26,Snow Crab,12,19013,0.000317,6.033
69605,NU-298,26,Snow Crab,12,19013,0.000317,6.033
70599,NV-294,26,Snow Crab,12,19013,0.000317,6.033
71449,NW-277,26,Snow Crab,12,19013,0.000317,6.033
71605,NW-290,26,Snow Crab,12,19013,0.000317,6.033
71617,NW-291,26,Snow Crab,12,19013,0.000317,6.033
72407,NX-271,26,Snow Crab,12,19013,0.000317,6.033
72479,NX-277,26,Snow Crab,12,19013,0.000317,6.033
73521,NY-276,26,Snow Crab,12,19013,0.000317,6.033
73641,NY-286,26,Snow Crab,12,19013,0.000317,6.033
75857,OA-287,26,Snow Crab,12,19013,0.000317,6.033
76997,OB-290,26,Snow Crab,12,19013,0.000317,6.033
93417,OQ-318,26,Snow Crab,12,19013,0.000317,6.033
102877,OZ-316,26,Snow Crab,12,19013,0.000317,6.033
104954,PB-325,26,Snow Crab,12,19013,0.000317,6.033
109317,PH-308,26,Snow Crab,12,19013,0.000317,6.033
110594,PJ-303,26,Snow Crab,12,19013,0.000317,6.033
111697,PL-304,26,Snow Crab,12,19013,0.000317,6.033
109426,PH-322,31,Snow Crab,19,1398,0.004318,6.0365
110141,PI-321,31,Snow Crab,19,1398,0.004318,6.0365
110151,PI-323,31,Snow Crab,19,1398,0.004318,6.0365
3583,LF-281,24,Snow Crab,12,26040,0.000233,6.0566
7567,LR-273,24,Snow Crab,12,26040,0.000233,6.0566
13459,LY-271,24,Snow Crab,12,26040,0.000233,6.0566
13471,LY-272,24,Snow Crab,12,26040,0.000233,6.0566
14479,LZ-273,24,Snow Crab,12,26040,0.000233,6.0566
14491,LZ-274,24,Snow Crab,12,26040,0.000233,6.0566
15499,MA-272,24,Snow Crab,12,26040,0.000233,6.0566
17467,MC-265,24,Snow Crab,12,26040,0.000233,6.0566
17539,MC-271,24,Snow Crab,12,26040,0.000233,6.0566
18535,MD-266,24,Snow Crab,12,26040,0.000233,6.0566
18595,MD-271,24,Snow Crab,12,26040,0.000233,6.0566
18607,MD-272,24,Snow Crab,12,26040,0.000233,6.0566
20911,MF-294,24,Snow Crab,12,26040,0.000233,6.0566
27463,ML-296,24,Snow Crab,12,26040,0.000233,6.0566
29587,MN-292,24,Snow Crab,12,26040,0.000233,6.0566
33163,MQ-287,24,Snow Crab,12,26040,0.000233,6.0566
34243,MR-271,24,Snow Crab,12,26040,0.000233,6.0566
35551,MS-268,24,Snow Crab,12,26040,0.000233,6.0566
35563,MS-269,24,Snow Crab,12,26040,0.000233,6.0566
35779,MS-287,24,Snow Crab,12,26040,0.000233,6.0566
35791,MS-288,24,Snow Crab,12,26040,0.000233,6.0566
37207,MT-295,24,Snow Crab,12,26040,0.000233,6.0566
38275,MU-271,24,Snow Crab,12,26040,0.000233,6.0566
38479,MU-288,24,Snow Crab,12,26040,0.000233,6.0566
39511,MV-266,24,Snow Crab,12,26040,0.000233,6.0566
40723,MW-265,24,Snow Crab,12,26040,0.000233,6.0566
40783,MW-270,24,Snow Crab,12,26040,0.000233,6.0566
40951,MW-284,24,Snow Crab,12,26040,0.000233,6.0566
42091,MX-280,24,Snow Crab,12,26040,0.000233,6.0566
43219,MY-274,24,Snow Crab,12,26040,0.000233,6.0566
44323,MZ-267,24,Snow Crab,12,26040,0.000233,6.0566
44659,MZ-295,24,Snow Crab,12,26040,0.000233,6.0566
45643,NA-275,24,Snow Crab,12,26040,0.000233,6.0566
46747,NB-265,24,Snow Crab,12,26040,0.000233,6.0566
47107,NB-295,24,Snow Crab,12,26040,0.000233,6.0566
47983,NC-266,24,Snow Crab,12,26040,0.000233,6.0566
49255,ND-272,24,Snow Crab,12,26040,0.000233,6.0566
49543,ND-296,24,Snow Crab,12,26040,0.000233,6.0566
51847,NF-286,24,Snow Crab,12,26040,0.000233,6.0566
51907,NF-291,24,Snow Crab,12,26040,0.000233,6.0566
53071,NG-285,24,Snow Crab,12,26040,0.000233,6.0566
53143,NG-291,24,Snow Crab,12,26040,0.000233,6.0566
53263,NG-301,24,Snow Crab,12,26040,0.000233,6.0566
54247,NH-279,24,Snow Crab,12,26040,0.000233,6.0566
55519,NI-280,24,Snow Crab,12,26040,0.000233,6.0566
55675,NI-293,24,Snow Crab,12,26040,0.000233,6.0566
61943,NN-300,24,Snow Crab,12,26040,0.000233,6.0566
65091,NQ-276,24,Snow Crab,12,26040,0.000233,6.0566
68253,NT-275,24,Snow Crab,12,26040,0.000233,6.0566
69291,NU-272,24,Snow Crab,12,26040,0.000233,6.0566
69303,NU-273,24,Snow Crab,12,26040,0.000233,6.0566
69315,NU-274,24,Snow Crab,12,26040,0.000233,6.0566
69423,NU-283,24,Snow Crab,12,26040,0.000233,6.0566
70321,NV-271,24,Snow Crab,12,26040,0.000233,6.0566
70333,NV-272,24,Snow Crab,12,26040,0.000233,6.0566
70381,NV-276,24,Snow Crab,12,26040,0.000233,6.0566
71483,NW-280,24,Snow Crab,12,26040,0.000233,6.0566
71495,NW-281,24,Snow Crab,12,26040,0.000233,6.0566
73567,NY-280,24,Snow Crab,12,26040,0.000233,6.0566
74645,NZ-279,24,Snow Crab,12,26040,0.000233,6.0566
74945,NZ-304,24,Snow Crab,12,26040,0.000233,6.0566
77127,OB-301,24,Snow Crab,12,26040,0.000233,6.0566
79263,OD-291,24,Snow Crab,12,26040,0.000233,6.0566
88237,OL-316,24,Snow Crab,12,26040,0.000233,6.0566
88261,OL-318,24,Snow Crab,12,26040,0.000233,6.0566
89285,OM-315,24,Snow Crab,12,26040,0.000233,6.0566
89321,OM-318,24,Snow Crab,12,26040,0.000233,6.0566
90381,ON-320,24,Snow Crab,12,26040,0.000233,6.0566
94491,OR-320,24,Snow Crab,12,26040,0.000233,6.0566
96631,OT-320,24,Snow Crab,12,26040,0.000233,6.0566
98691,OV-315,24,Snow Crab,12,26040,0.000233,6.0566
100847,OX-319,24,Snow Crab,12,26040,0.000233,6.0566
101855,OY-316,24,Snow Crab,12,26040,0.000233,6.0566
103866,PA-314,24,Snow Crab,12,26040,0.000233,6.0566
108668,PG-310,24,Snow Crab,12,26040,0.000233,6.0566
110580,PJ-302,24,Snow Crab,12,26040,0.000233,6.0566
111154,PK-301,24,Snow Crab,12,26040,0.000233,6.0566
112116,PM-301,24,Snow Crab,12,26040,0.000233,6.0566
106600,PD-323,30,Snow Crab,19,1504,0.004064,6.1116
108776,PG-325,30,Snow Crab,19,1504,0.004064,6.1116
109440,PH-325,30,Snow Crab,19,1504,0.004064,6.1116
110746,PJ-323,30,Snow Crab,19,1504,0.004064,6.1116
111801,PL-320,30,Snow Crab,19,1504,0.004064,6.1116
113017,PO-313,30,Snow Crab,19,1504,0.004064,6.1116
3788,LG-281,25,Snow Crab,12,22822,0.000268,6.1156
4016,LH-283,25,Snow Crab,12,22822,0.000268,6.1156
18548,MD-267,25,Snow Crab,12,22822,0.000268,6.1156
22928,MH-282,25,Snow Crab,12,22822,0.000268,6.1156
24800,MJ-258,25,Snow Crab,12,22822,0.000268,6.1156
25880,MK-258,25,Snow Crab,12,22822,0.000268,6.1156
25892,MK-259,25,Snow Crab,12,22822,0.000268,6.1156
25904,MK-260,25,Snow Crab,12,22822,0.000268,6.1156
26984,ML-256,25,Snow Crab,12,22822,0.000268,6.1156
26996,ML-257,25,Snow Crab,12,22822,0.000268,6.1156
27008,ML-258,25,Snow Crab,12,22822,0.000268,6.1156
28064,MM-255,25,Snow Crab,12,22822,0.000268,6.1156
28100,MM-258,25,Snow Crab,12,22822,0.000268,6.1156
29192,MN-259,25,Snow Crab,12,22822,0.000268,6.1156
30344,MO-258,25,Snow Crab,12,22822,0.000268,6.1156
30428,MO-265,25,Snow Crab,12,22822,0.000268,6.1156
30560,MO-276,25,Snow Crab,12,22822,0.000268,6.1156
31580,MP-260,25,Snow Crab,12,22822,0.000268,6.1156
31592,MP-261,25,Snow Crab,12,22822,0.000268,6.1156
41924,MX-266,25,Snow Crab,12,22822,0.000268,6.1156
43184,MY-271,25,Snow Crab,12,22822,0.000268,6.1156
43292,MY-280,25,Snow Crab,12,22822,0.000268,6.1156
44300,MZ-265,25,Snow Crab,12,22822,0.000268,6.1156
44312,MZ-266,25,Snow Crab,12,22822,0.000268,6.1156
44324,MZ-267,25,Snow Crab,12,22822,0.000268,6.1156
45524,NA-265,25,Snow Crab,12,22822,0.000268,6.1156
49100,ND-259,25,Snow Crab,12,22822,0.000268,6.1156
50276,NE-256,25,Snow Crab,12,22822,0.000268,6.1156
50288,NE-257,25,Snow Crab,12,22822,0.000268,6.1156
50312,NE-259,25,Snow Crab,12,22822,0.000268,6.1156
51500,NF-257,25,Snow Crab,12,22822,0.000268,6.1156
52964,NG-276,25,Snow Crab,12,22822,0.000268,6.1156
55244,NI-257,25,Snow Crab,12,22822,0.000268,6.1156
57948,NK-262,25,Snow Crab,12,22822,0.000268,6.1156
58176,NK-281,25,Snow Crab,12,22822,0.000268,6.1156
61584,NN-270,25,Snow Crab,12,22822,0.000268,6.1156
70298,NV-269,25,Snow Crab,12,22822,0.000268,6.1156
76180,OA-314,25,Snow Crab,12,22822,0.000268,6.1156
79060,OD-274,25,Snow Crab,12,22822,0.000268,6.1156
79204,OD-286,25,Snow Crab,12,22822,0.000268,6.1156
79504,OD-311,25,Snow Crab,12,22822,0.000268,6.1156
81354,OF-279,25,Snow Crab,12,22822,0.000268,6.1156
82460,OG-278,25,Snow Crab,12,22822,0.000268,6.1156
85082,OI-315,25,Snow Crab,12,22822,0.000268,6.1156
85094,OI-316,25,Snow Crab,12,22822,0.000268,6.1156
86130,OJ-315,25,Snow Crab,12,22822,0.000268,6.1156
86154,OJ-317,25,Snow Crab,12,22822,0.000268,6.1156
86166,OJ-318,25,Snow Crab,12,22822,0.000268,6.1156
87178,OK-314,25,Snow Crab,12,22822,0.000268,6.1156
88214,OL-314,25,Snow Crab,12,22822,0.000268,6.1156
90856,OO-274,25,Snow Crab,12,22822,0.000268,6.1156
90916,OO-279,25,Snow Crab,12,22822,0.000268,6.1156
92876,OQ-273,25,Snow Crab,12,22822,0.000268,6.1156
93940,OR-274,25,Snow Crab,12,22822,0.000268,6.1156
95016,OS-274,25,Snow Crab,12,22822,0.000268,6.1156
96104,OT-276,25,Snow Crab,12,22822,0.000268,6.1156
96152,OT-280,25,Snow Crab,12,22822,0.000268,6.1156
99830,OW-321,25,Snow Crab,12,22822,0.000268,6.1156
99878,OW-325,25,Snow Crab,12,22822,0.000268,6.1156
99890,OW-326,25,Snow Crab,12,22822,0.000268,6.1156
99974,OW-333,25,Snow Crab,12,22822,0.000268,6.1156
111660,PL-301,25,Snow Crab,12,22822,0.000268,6.1156
4989,LL-277,26,Snow Crab,12,19013,0.000322,6.1273
5313,LM-277,26,Snow Crab,12,19013,0.000322,6.1273
5325,LM-278,26,Snow Crab,12,19013,0.000322,6.1273
5361,LM-281,26,Snow Crab,12,19013,0.000322,6.1273
21909,MG-287,26,Snow Crab,12,19013,0.000322,6.1273
28509,MM-292,26,Snow Crab,12,19013,0.000322,6.1273
29565,MN-290,26,Snow Crab,12,19013,0.000322,6.1273
35769,MS-286,26,Snow Crab,12,19013,0.000322,6.1273
44361,MZ-270,26,Snow Crab,12,19013,0.000322,6.1273
44589,MZ-289,26,Snow Crab,12,19013,0.000322,6.1273
48321,NC-294,26,Snow Crab,12,19013,0.000322,6.1273
49533,ND-295,26,Snow Crab,12,19013,0.000322,6.1273
51981,NF-297,26,Snow Crab,12,19013,0.000322,6.1273
53241,NG-299,26,Snow Crab,12,19013,0.000322,6.1273
54501,NH-300,26,Snow Crab,12,19013,0.000322,6.1273
57119,NJ-295,26,Snow Crab,12,19013,0.000322,6.1273
57131,NJ-296,26,Snow Crab,12,19013,0.000322,6.1273
57179,NJ-300,26,Snow Crab,12,19013,0.000322,6.1273
58225,NK-285,26,Snow Crab,12,19013,0.000322,6.1273
58369,NK-297,26,Snow Crab,12,19013,0.000322,6.1273
64379,NP-311,26,Snow Crab,12,19013,0.000322,6.1273
64391,NP-312,26,Snow Crab,12,19013,0.000322,6.1273
65537,NQ-313,26,Snow Crab,12,19013,0.000322,6.1273
66623,NR-314,26,Snow Crab,12,19013,0.000322,6.1273
67181,NS-273,26,Snow Crab,12,19013,0.000322,6.1273
67193,NS-274,26,Snow Crab,12,19013,0.000322,6.1273
67301,NS-283,26,Snow Crab,12,19013,0.000322,6.1273
69413,NU-282,26,Snow Crab,12,19013,0.000322,6.1273
71473,NW-279,26,Snow Crab,12,19013,0.000322,6.1273
72575,NX-285,26,Snow Crab,12,19013,0.000322,6.1273
73449,NY-270,26,Snow Crab,12,19013,0.000322,6.1273
74563,NZ-272,26,Snow Crab,12,19013,0.000322,6.1273
74695,NZ-283,26,Snow Crab,12,19013,0.000322,6.1273
75785,OA-281,26,Snow Crab,12,19013,0.000322,6.1273
75833,OA-285,26,Snow Crab,12,19013,0.000322,6.1273
77969,OC-276,26,Snow Crab,12,19013,0.000322,6.1273
78017,OC-280,26,Snow Crab,12,19013,0.000322,6.1273
78041,OC-282,26,Snow Crab,12,19013,0.000322,6.1273
78173,OC-293,26,Snow Crab,12,19013,0.000322,6.1273
79085,OD-276,26,Snow Crab,12,19013,0.000322,6.1273
79121,OD-279,26,Snow Crab,12,19013,0.000322,6.1273
80249,OE-278,26,Snow Crab,12,19013,0.000322,6.1273
80261,OE-279,26,Snow Crab,12,19013,0.000322,6.1273
87179,OK-314,26,Snow Crab,12,19013,0.000322,6.1273
90311,ON-314,26,Snow Crab,12,19013,0.000322,6.1273
101005,OX-332,26,Snow Crab,12,19013,0.000322,6.1273
105939,PC-333,26,Snow Crab,12,19013,0.000322,6.1273
106718,PD-333,26,Snow Crab,12,19013,0.000322,6.1273
108079,PF-324,29,Snow Crab,19,1160.2286,0.005286,6.1331
108765,PG-323,29,Snow Crab,19,1160.2286,0.005286,6.1331
109434,PH-324,29,Snow Crab,19,1160.2286,0.005286,6.1331
110735,PJ-321,29,Snow Crab,19,1160.2286,0.005286,6.1331
110740,PJ-322,29,Snow Crab,19,1160.2286,0.005286,6.1331
108763,PG-322,32,Snow Crab,19,1088,0.005653,6.1501
7674,LR-282,23,Snow Crab,12,28631,0.000215,6.1514
8346,LS-281,23,Snow Crab,12,28631,0.000215,6.1514
9834,LU-279,23,Snow Crab,12,28631,0.000215,6.1514
11514,LW-268,23,Snow Crab,12,28631,0.000215,6.1514
18870,MD-294,23,Snow Crab,12,28631,0.000215,6.1514
18882,MD-295,23,Snow Crab,12,28631,0.000215,6.1514
19842,ME-290,23,Snow Crab,12,28631,0.000215,6.1514
19866,ME-292,23,Snow Crab,12,28631,0.000215,6.1514
20826,MF-287,23,Snow Crab,12,28631,0.000215,6.1514
21546,MG-252,23,Snow Crab,12,28631,0.000215,6.1514
22038,MG-298,23,Snow Crab,12,28631,0.000215,6.1514
23994,MI-279,23,Snow Crab,12,28631,0.000215,6.1514
26934,ML-252,23,Snow Crab,12,28631,0.000215,6.1514
28062,MM-255,23,Snow Crab,12,28631,0.000215,6.1514
29154,MN-256,23,Snow Crab,12,28631,0.000215,6.1514
30330,MO-257,23,Snow Crab,12,28631,0.000215,6.1514
31554,MP-258,23,Snow Crab,12,28631,0.000215,6.1514
35778,MS-287,23,Snow Crab,12,28631,0.000215,6.1514
43110,MY-265,23,Snow Crab,12,28631,0.000215,6.1514
44298,MZ-265,23,Snow Crab,12,28631,0.000215,6.1514
50862,NE-305,23,Snow Crab,12,28631,0.000215,6.1514
52098,NF-307,23,Snow Crab,12,28631,0.000215,6.1514
62062,NN-310,23,Snow Crab,12,28631,0.000215,6.1514
63290,NO-314,23,Snow Crab,12,28631,0.000215,6.1514
63848,NP-267,23,Snow Crab,12,28631,0.000215,6.1514
64424,NP-315,23,Snow Crab,12,28631,0.000215,6.1514
66488,NR-303,23,Snow Crab,12,28631,0.000215,6.1514
73542,NY-278,23,Snow Crab,12,28631,0.000215,6.1514
83480,OH-272,23,Snow Crab,12,28631,0.000215,6.1514
84588,OI-274,23,Snow Crab,12,28631,0.000215,6.1514
84636,OI-278,23,Snow Crab,12,28631,0.000215,6.1514
85648,OJ-275,23,Snow Crab,12,28631,0.000215,6.1514
85660,OJ-276,23,Snow Crab,12,28631,0.000215,6.1514
86128,OJ-315,23,Snow Crab,12,28631,0.000215,6.1514
87176,OK-314,23,Snow Crab,12,28631,0.000215,6.1514
87236,OK-319,23,Snow Crab,12,28631,0.000215,6.1514
87756,OL-276,23,Snow Crab,12,28631,0.000215,6.1514
88284,OL-320,23,Snow Crab,12,28631,0.000215,6.1514
92982,OQ-282,23,Snow Crab,12,28631,0.000215,6.1514
97192,OU-278,23,Snow Crab,12,28631,0.000215,6.1514
97204,OU-279,23,Snow Crab,12,28631,0.000215,6.1514
100762,OX-312,23,Snow Crab,12,28631,0.000215,6.1514
101002,OX-332,23,Snow Crab,12,28631,0.000215,6.1514
106849,PE-278,23,Snow Crab,12,28631,0.000215,6.1514
3183,LD-279,20,Snow Crab,12,35407,0.000174,6.156
3351,LE-277,20,Snow Crab,12,35407,0.000174,6.156
3399,LE-281,20,Snow Crab,12,35407,0.000174,6.156
3411,LE-282,20,Snow Crab,12,35407,0.000174,6.156
3615,LF-284,20,Snow Crab,12,35407,0.000174,6.156
3735,LG-277,20,Snow Crab,12,35407,0.000174,6.156
3939,LH-277,20,Snow Crab,12,35407,0.000174,6.156
4167,LI-276,20,Snow Crab,12,35407,0.000174,6.156
5271,LM-274,20,Snow Crab,12,35407,0.000174,6.156
5379,LM-283,20,Snow Crab,12,35407,0.000174,6.156
5727,LN-283,20,Snow Crab,12,35407,0.000174,6.156
9831,LU-279,20,Snow Crab,12,35407,0.000174,6.156
11511,LW-268,20,Snow Crab,12,35407,0.000174,6.156
12447,LX-267,20,Snow Crab,12,35407,0.000174,6.156
13383,LY-265,20,Snow Crab,12,35407,0.000174,6.156
13395,LY-266,20,Snow Crab,12,35407,0.000174,6.156
