id,title,org,sector,type,status,date1,date2,contact,contact_org,comment1,comment2,comment3
1389,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Lac-Simon,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1390,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Listuguj,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1391,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Makivik,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1392,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Malécites de Viger,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1393,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Manawan,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1394,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Mashteuiatsh,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1395,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Matimekosh - Lac John,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1396,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Mistissini,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1397,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Nemaska,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1398,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,NMRIRB - Nunavik Marine region Impact Review Board,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1399,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,NMRWB,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1400,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Nutashkuan,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1401,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Odanak,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1402,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Opitciwan,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1403,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Oujé-Bougoumou,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1404,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Pakuashipi,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1405,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Pêcheries Uapan,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1406,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Pessamit,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1407,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Pikogan,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1408,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Pouvoirie Étamamiou inc.,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1409,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Puvirnituq,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1410,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Quaqtaq,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1411,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Regroupement Petapan Inc.,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1412,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,RNUK/LNUK,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1413,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Salluit,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1414,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Secrétariat des programmes et des services de la nation algonquine,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1415,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1416,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Tasiujaq,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1417,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Timiskaming,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1418,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Uashat mak Mani-Utenam,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1419,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Umiujaq,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1420,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Unamen Shipu (La Romaine),DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1421,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Wahgoshig,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1422,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Washaw Sibi,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1423,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Waskaganish,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1424,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Waswanipi,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1425,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Wemindji,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1426,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Wemotaci,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1427,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Wendake,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1428,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Whapmagoostui,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1429,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Winneway,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1430,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,WMCU - Wildlife Management and Conservation Unit,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1431,Informations concernant le Programme pour la Participation Autochtone pour les Habitats (PPAH) - volet subventions,Wolinak,DRGÉ-PPPH,Information,completed,8/30/2019,,Mélanie Laflèche,,Courriel,,
1432,"Dragage quai municipal, Grande-Vallée",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,9/1/2019,,Annik,"MPO, TC",Commentaires écrits,,
1433,Plan de gestion pour l’esturgeon jaune du sud de la baie d’Hudson et de la Baie James,Grand Conseil des Cris,DRGÉ-ÉP,Engagement,active,9/16/2019,,Alexandra Valentin,,Rencontre téléphonique,Rencontre téléphonique informelle avec le Grand Conseil des Cris discuter de l'approche collaborative pour la rédaction du plan de gestion de l'esturgeon jaune. Les Crist souhaitent être financés pour la rédaction du document.,
1434,Bar rayé - Programme de rétablissement et Plan d'action,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Consultation,completed,9/17/2019,,Simon Blanchette,,Demandes de commentaires,,
1435,Bar rayé - Programme de rétablissement et Plan d'action,Essipit,DRGÉ-ÉP,Consultation,completed,9/17/2019,,Simon Blanchette,,Demandes de commentaires,,
1436,Bar rayé - Programme de rétablissement et Plan d'action,IDDPNQL,DRGÉ-ÉP,Consultation,completed,9/17/2019,,Simon Blanchette,,Demandes de commentaires,,
1437,Bar rayé - Programme de rétablissement et Plan d'action,Kahnawà:ke,DRGÉ-ÉP,Consultation,completed,9/17/2019,,Simon Blanchette,,Demandes de commentaires,,
1438,Bar rayé - Programme de rétablissement et Plan d'action,Malécites de Viger,DRGÉ-ÉP,Consultation,completed,9/17/2019,,Simon Blanchette,,Demandes de commentaires,,
1439,Bar rayé - Programme de rétablissement et Plan d'action,Odanak,DRGÉ-ÉP,Consultation,completed,9/17/2019,,Simon Blanchette,,Demandes de commentaires,,
1440,Bar rayé - Programme de rétablissement et Plan d'action,Wolinak,DRGÉ-ÉP,Consultation,completed,9/17/2019,,Simon Blanchette,,Demandes de commentaires,,
1441,Béluga et mammifères marins du St-Laurent - Version proposée du Plan d'action Bruit,AGHAMM,DRGÉ-ÉP,Consultation,completed,9/22/2019,,Simon Blanchette,,,,
1442,Béluga et mammifères marins du St-Laurent - Version proposée du Plan d'action Bruit,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Consultation,completed,9/22/2019,,Simon Blanchette,,Courriel,,
1443,Béluga et mammifères marins du St-Laurent - Version proposée du Plan d'action Bruit,Essipit,DRGÉ-ÉP,Consultation,completed,9/22/2019,,Simon Blanchette,,Courriel,,
1444,Béluga et mammifères marins du St-Laurent - Version proposée du Plan d'action Bruit,IDDPNQL,DRGÉ-ÉP,Consultation,completed,9/22/2019,,Simon Blanchette,,Courriel,,
1445,Béluga et mammifères marins du St-Laurent - Version proposée du Plan d'action Bruit,Malécites de Viger,DRGÉ-ÉP,Consultation,completed,9/22/2019,,Simon Blanchette,,Courriel,,
1446,Béluga et mammifères marins du St-Laurent - Version proposée du Plan d'action Bruit,Pessamit,DRGÉ-ÉP,Consultation,completed,9/22/2019,,Simon Blanchette,,Courriel,,
1447,"Réversoirs en enrochement et réfection murs, Rivière La Petite Décharge, Alma",Mashteuiatsh,DRGÉ-PPPH,Consultation,active,10/2/2019,,Mélanie Laflèche,,Commentaires écrits,,
1448,"Excavation, relocalisation du canal de la Belle Rivière, Saint-Gédéon-sur-le-Lac , Lac St-Jean",Mashteuiatsh,DRGÉ-PPPH,Information,completed,10/25/2019,,Annik,TC,Commentaires écrits,"4 sept. 2018: ABC du MPO rédigé.
29 Oct. 2018:  Envoyé lettre d'initiation de consultation + doc. de consultation
20 nov. 2018: Appellé communauté pour vérifier si commentaires.
5 décembre 2018: Rappellé communauté pour vérifier si commentaires. 
9 janvier 2019: Émis autorisation 35(2)b numéro 2018-035.  ",
1449,Tournée d'information sur le fonds des pêches du Québec,Pessamit,FPQ,Engagement,upcoming,11/13/2019,,Élaine Bouchard,,Rencontre,,
1450,Tournée d'information sur le fonds des pêches du Québec,Essipit,FPQ,Engagement,upcoming,11/14/2019,,Élaine Bouchard,,Rencontre,,
1451,Tournée d'information sur le fonds des pêches du Québec,Unamen Shipu (La Romaine),FPQ,Engagement,upcoming,11/21/2019,,Élaine Bouchard,,Rencontre,,
1452,Tournée d'information sur le fonds des pêches du Québec,Ekuanitshit,FPQ,Engagement,upcoming,11/25/2019,,Élaine Bouchard,,Rencontre,,
1453,Tournée d'information sur le fonds des pêches du Québec,Pakuashipi,FPQ,Engagement,upcoming,11/25/2019,,Élaine Bouchard,,Rencontre,,
1454,Tournée d'information sur le fonds des pêches du Québec,Shipek,FPQ,Engagement,upcoming,11/25/2019,,Élaine Bouchard,,Rencontre,,
1455,Tournée d'information sur le fonds des pêches du Québec,Nutashkuan,FPQ,Engagement,upcoming,11/26/2019,,Élaine Bouchard,,Rencontre,,
1456,Tournée d'information sur le fonds des pêches du Québec,AMIK,FPQ,Engagement,upcoming,11/28/2019,,Élaine Bouchard,,Rencontre,,
1457,Tournée d'information sur le fonds des pêches du Québec,Uashat mak Mani-Utenam,FPQ,Engagement,upcoming,11/29/2019,,Élaine Bouchard,,Rencontre,,
1458,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",AGHAMM,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1459,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",AMIK,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1460,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Ekuanitshit,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1461,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Essipit,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1462,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Gesgapegiag,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1463,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Gespeg,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1464,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Malécites de Viger,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1465,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Nutashkuan,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1466,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Pessamit,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1467,"Rencontre entre la division des programmes autochtones de Pêches et Océans Canada et les coordonnateurs des pêches autochtones et groupes PAGRAO
",Uashat mak Mani-Utenam,DRGP,Engagement,completed,12/4/2019,,Sarah Larochelle,,Rencontre de groupe,,
1468,Béluga -Équipe de rétablissement pour le  Plan d'action autres menaces,Essipit,DRGÉ-ÉP,Engagement,completed,12/20/2019,,Hugues Bouchard,,Courriel,Invitation à se joindre à l'équipe de rétablissement pour l'élaboration du plan d'action,
1469,Béluga -Équipe de rétablissement pour le  Plan d'action autres menaces,Malécites de Viger,DRGÉ-ÉP,Engagement,completed,12/20/2019,,Hugues Bouchard,,Courriel,Invitation à se joindre à l'équipe de rétablissement pour l'élaboration du plan d'action,
1470,Béluga -Équipe de rétablissement pour le  Plan d'action autres menaces,Pessamit,DRGÉ-ÉP,Engagement,completed,12/20/2019,,Hugues Bouchard,,Courriel,Invitation à se joindre à l'équipe de rétablissement pour l'élaboration du plan d'action,
1471,Béluga -Équipe de rétablissement pour le  Plan d'action autres menaces,Wendake,DRGÉ-ÉP,Engagement,completed,12/20/2019,,Hugues Bouchard,,Courriel,Invitation à se joindre à l'équipe de rétablissement pour l'élaboration du plan d'action,
1472,Fouille-roche gris - Plan de gestion ,Wendake,DRGÉ-ÉP,Consultation,active,1/1/2020,,Marie-Pierre Veilleux,,Courriel,Demande de commentaires sur le document,
1473,Fouille-roche gris - Plan de gestion ,Wolinak,DRGÉ-ÉP,Consultation,active,1/1/2020,,Marie-Pierre Veilleux,,Courriel,Demande de commentaires sur le document,
1474,Projet de prolongement du quai des pêcheurs à Rivière St-Paul (Baie Chevalier),Ekuanitshit,PPB,Consultation,completed,1/1/2020,,Mireille Gingras,TC + PPPH,Lettre,,
1475,Projet de prolongement du quai des pêcheurs à Rivière St-Paul (Baie Chevalier),Pakuashipi,PPB,Consultation,completed,1/1/2020,,Mireille Gingras,TC + PPPH,Lettre,,
1476,Fouille-roche gris - Plan de gestion ,Odanak,DRGÉ-ÉP,Consultation,active,1/2/2020,,Marie-Pierre Veilleux,,Courriel,Demande de commentaires sur le document,
1477,Fouille-roche gris - Plan de gestion ,Kitigan Zibi,DRGÉ-ÉP,Consultation,active,1/3/2020,,Marie-Pierre Veilleux,,Courriel,Demande de commentaires sur le document,
1478,Fouille-roche gris - Plan de gestion ,Kahnawà:ke,DRGÉ-ÉP,Consultation,active,1/4/2020,,Marie-Pierre Veilleux,,Courriel,Demande de commentaires sur le document,
1479,Fouille-roche gris - Plan de gestion ,Kanesatake,DRGÉ-ÉP,Consultation,active,1/5/2020,,Marie-Pierre Veilleux,,Courriel,Demande de commentaires sur le document,
1480,Fouille-roche gris - Plan de gestion ,IDDPNQL,DRGÉ-ÉP,Consultation,active,1/6/2020,,Marie-Pierre Veilleux,,Courriel,Demande de commentaires sur le document,
1481,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,AGHAMM,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1482,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,AMIK,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1483,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Ekuanitshit,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1484,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Essipit,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1485,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Gesgapegiag,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1486,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Gespeg,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1487,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Listuguj,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1488,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Malécites de Viger,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1489,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Nutashkuan,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1490,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Pessamit,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1491,Lancement du nouveau programme de contributions pour soutenir des solutions durables en matière de pêche et la récupération des engins de pêche,Uashat mak Mani-Utenam,DRGP,Information,completed,1/7/2020,,Estefania Martinich,,Courriel,,
1492,"Remplacement prise d’eau, rivière Richelieu, Saint-Denis-sur-Richelieu",Conseil de la Nation Waban-Aki (Abénakis),DRGÉ-PPPH,Consultation,completed,1/7/2020,,Mélanie Laflèche,,Courriel,2019-01-07: Réponse du GCNWA: « l’approche proposée pour la gestion des impacts sur le poisson et son habitat ne soulève pas de préoccupations spécifiques de notre part. »,
1493,"Remplacement prise d’eau, rivière Richelieu, Saint-Denis-sur-Richelieu",Odanak,DRGÉ-PPPH,Consultation,completed,1/7/2020,,Mélanie Laflèche,,Courriel,2019-01-07: Réponse du GCNWA: « l’approche proposée pour la gestion des impacts sur le poisson et son habitat ne soulève pas de préoccupations spécifiques de notre part. »,
1494,"Remplacement prise d’eau, rivière Richelieu, Saint-Denis-sur-Richelieu",Wolinak,DRGÉ-PPPH,Consultation,completed,1/7/2020,,Mélanie Laflèche,,Courriel,2019-01-07: Réponse du GCNWA: « l’approche proposée pour la gestion des impacts sur le poisson et son habitat ne soulève pas de préoccupations spécifiques de notre part. »,
1495,Forum annuel des pêches mi’gmaques et malécites AGHAMM,AGHAMM,DRGP,Information,completed,1/13/2020,,Estefania Martinich,,Rencontre de groupe,,
1496,Forum annuel des pêches mi’gmaques et malécites AGHAMM,Gesgapegiag,DRGP,Information,cancelled,1/13/2020,,Estefania Martinich,,Rencontre de groupe,,
1497,Forum annuel des pêches mi’gmaques et malécites AGHAMM,Gespeg,DRGP,Information,completed,1/13/2020,,Estefania Martinich,,Rencontre de groupe,,
1498,Forum annuel des pêches mi’gmaques et malécites AGHAMM,GMRC,DRGP,Information,completed,1/13/2020,,Estefania Martinich,,Rencontre de groupe,,
1499,Forum annuel des pêches mi’gmaques et malécites AGHAMM,Listuguj,DRGP,Information,cancelled,1/13/2020,,Estefania Martinich,,Rencontre de groupe,,
1500,Forum annuel des pêches mi’gmaques et malécites AGHAMM,Malécites de Viger,DRGP,Information,completed,1/13/2020,,Estefania Martinich,,Rencontre de groupe,,
1501,"Audiences publiques conjointes des Conseils de gestion faunique des Régions marines du Nunavik et Eeyou-Istchee (NMRWB + EMRWMB) sur le plan de gestion du Béluga - Kuujjuaraapik, Québec",NMRWB,DRGP,Engagement,completed,1/20/2020,,Félix Dionne,,Rencontre de groupe,,
1502,Rencontre d'échanges et de discussions sur les pêches ASR ,AGHAMM,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1503,Rencontre d'échanges et de discussions sur les pêches ASR ,AMIK,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1504,Rencontre d'échanges et de discussions sur les pêches ASR ,Ekuanitshit,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1505,Rencontre d'échanges et de discussions sur les pêches ASR ,Essipit,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1506,Rencontre d'échanges et de discussions sur les pêches ASR ,Gesgapegiag,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1507,Rencontre d'échanges et de discussions sur les pêches ASR ,Gespeg,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1508,Rencontre d'échanges et de discussions sur les pêches ASR ,Malécites de Viger,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1509,Rencontre d'échanges et de discussions sur les pêches ASR ,Nutashkuan,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1510,Rencontre d'échanges et de discussions sur les pêches ASR ,Pessamit,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1511,Rencontre d'échanges et de discussions sur les pêches ASR ,Uashat mak Mani-Utenam,DRGP,Engagement,completed,2/3/2020,,Sarah Larochelle,,Rencontre de groupe,,
1512,"Enrochement ruisseau Dominique Juteau, Lorraine - Autorisation en vertu de la LP en situation d'urgence",Kanesatake,DRGÉ-PPPH,Consultation,active,2/11/2020,,Suzie Boudreau,,Courriel,,
1513,Relevés géophysiques entre Percé & Cap-aux-Meules,Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,2/20/2020,,Mélanie Laflèche,INFC,Courriel,,
1514,Plan de gestion pour l’esturgeon jaune du sud de la baie d’Hudson et de la Baie James,Conseil tribal de la Nation algonquine Anishinabeg,DRGÉ-ÉP,Information,completed,3/1/2020,,Alexandra Valentin,,Rencontre téléphonique,"Rencontre téléphonique informelle avec des intervenants (biologiste, technicien) travaillant pour le Grand Conseil des Cris dans le cadre du développement du plan de gestion",
1515,Téléconférence de délibération NMRWB et EMRWB sur plan de gestion du béluga Est de la Baie d'Hudson,NMRWB,DRGP,Information,completed,3/3/2020,,Félix Dionne,,Rencontre de groupe,Réunion conjointe avec l'EMRWB,
1516,"Port-Daniel - Réfection Pont PM-23,0",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,3/5/2020,,TC : Andrée-Anne Vézina,TC,,,
1517,"Réunion trimestrielle du Comité, (Duchesnay) Ste-Catherine de la Jacques Cartier, Québec",CCCPP,DRGP,Engagement,active,3/12/2020,,Félix Dionne,,Rencontre de groupe,Used to be status = Nouvelle (DJF),
1518,"Réunion du NMRWB - Pointe-Claire, Qc.",NMRWB,DRGP,Engagement,completed,3/17/2020,,Félix Dionne,ECCC,Rencontre de groupe,du 17 au 19 mars 2020,
1519,"Réunion du EMRWB - Waskaganish, Qc.",EMRWB,DRGP,Engagement,completed,3/24/2020,,Félix Dionne,ECCC,Rencontre de groupe,du 24 au 26 mars 2020,
1520,"Réfection du quai, sécurité des usagers, fleuve Saint-Laurent, Sainte-Anne-de-Beaupré",Essipit,DRGÉ-PPPH,Consultation,active,3/27/2020,,Mélanie Laflèche,,Courriel,,
1521,"Réfection du quai, sécurité des usagers, fleuve Saint-Laurent, Sainte-Anne-de-Beaupré",Mashteuiatsh,DRGÉ-PPPH,Consultation,active,3/27/2020,,Mélanie Laflèche,,Courriel,,
1522,"Réfection du quai, sécurité des usagers, fleuve Saint-Laurent, Sainte-Anne-de-Beaupré",Pessamit,DRGÉ-PPPH,Consultation,active,3/27/2020,,Mélanie Laflèche,,Courriel,,
1523,"Réfection du quai, sécurité des usagers, fleuve Saint-Laurent, Sainte-Anne-de-Beaupré",Wendake,DRGÉ-PPPH,Consultation,active,3/27/2020,,Mélanie Laflèche,,Courriel,,
1524,"Réfection d'urgence, structure 1 de Saint-Thimothée, rivière Saint-Charles, Salaberry-de-Valleyfield",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,4/15/2020,,,,,"2020-03-10 : ébauche ABC et lettre notification envoyée à TC     2020-03-11 : reçu lettre notification révisée TC                                2020-03-25 : lettre aux comm envoyée
2020-04-08 : avis de modification à l'autorisation d'urgence envoyé à DR
2020-04-15 : Avis de modification de l'autorisation d'urgence envoyée à HYDRO
2020-04-24 : Envoi de notification de nouvelle autorisation aux deux communautés
2020-04-28 : Liste questions reçues de MCK
2020-06-01 : réponses aux questions envoyées à MCK",
